# experiment1.py N=100 T=1000 alpha=0.08 b=0.015 BankY_max_failures_allowed=1 BankY_sector_A_i0=500 beta=0.02 default_seed=12955 eta=0.0001 FirmsY_A_i0=1.0 FirmsY_K_i0=5.0 g=1.0 k=1.0 lambda_param=0.3 phi=1.2 r_i0=0.02 rate_for_BankY_deposits_and_networth=0 threshold_BankYrupt=0 w=1.0
  t,BankYL,BankYA,BankYD,BankYPROFITS,BankYBD,FirmsYK,FirmsYA,FirmsYL,FirmsYPROFITS,FirmsYY,FirmsYR,FirmsYI,FirmsYGAMMA,FirmsYU,FirmsYDK,FirmsYOL,FirmsYGAP_OF_L,FirmsYDL,FirmsYFAIL
562,108551197129943.38,8684095770395.47,99867101359547.9,-6753528.799039876,109.00794845492868,16.408126716959345,13362794.334878905,7.5473573696140575,-80290385.66002907,16.5904482737533,0.06679422142122529,-46827077.57740045,1.0397214275291573,1.0334390377486427,46827461.47145884,108550017605958.42,0.0,-101107163.06684446,17
563,108550815162407.22,8684065212992.578,99866749949414.64,-14547.631308411932,30795041.015694086,17.58496302597309,-30505502.29774738,18.11770663079451,-43868422.64057474,17.767284582767044,0.05773677378903806,-6682377.935124871,1.0392049979655122,0.884056273621027,6682312.397022239,108551196870003.66,0.0,73609595.06946178,13
564,108550818094314.52,8684065447545.161,99866752646769.36,-4465.024561561997,421.0166013563363,12.744528854544072,271311.58106146177,11.175497937563565,-18240.136885245545,12.926850411338027,0.057603627752745044,-145192.37043834728,1.0342753863402208,1.0097516135074347,145659.03346108456,108550815115582.6,0.0,-168024.94150738505,15
565,108550822002805.94,8684065760224.475,99866756242581.47,108032.70688376756,326.8679720864311,13.188217143204367,475062.1930294434,10.984836103813434,203314.59536662494,13.370538699998322,0.19742783152661084,-211802.36032538585,1.0387461566104224,1.0382256786899298,130538.91098445171,108550817990899.7,0.0,-123656.58016344694,15
566,108550829788843.62,8684066383107.49,99866763405736.14,-24017.422651826102,200587.70009685488,12.38949655115491,192628.11999568762,10.771356433964067,-282775.9410058421,12.571818107948864,0.04860213394129475,-304287.27549857786,1.134464604958194,1.0567390183773615,229394.14029280163,108550821877075.33,0.0,-450003.33207184717,15
567,108550832634005.64,8684066610720.451,99866766023285.19,-23849.43734231926,136.3715861269436,13.389415113051646,547404.6130008285,11.567881300949274,154173.7929082862,13.571736669845603,0.07132466006816446,-197096.65921602002,1.0376287504267736,0.9833768723264781,197476.57868163858,108550829676363.62,0.0,-145958.9368707957,13
568,108550837735655.48,8684067018852.439,99866770716803.05,-21546.920664747326,88.68994703866427,13.80119294434044,922774.4927109069,11.05104718778466,375220.5081239514,13.983514501134396,0.04518676037474537,-378920.1326372925,1.060833088637331,0.9383315610043192,273768.21604305546,108550832494238.44,0.0,-428342.43884795555,15
569,108550847844708.36,8684067827576.669,99866780017131.69,-47092.68573124944,5918.961634131413,14.156719926775796,1387137.7779859337,9.87867936897706,464259.5953279885,14.339041483569751,0.05508249969018466,-525227.023262677,1.0319047118667124,0.9735679552689868,460497.15666608984,108550837534718.05,0.0,-837803.2670470582,16
570,108550857618850.11,8684068609508.009,99866789009342.1,-398026.9865049366,3836.015946260331,14.713009413577558,2437709.8271498717,9.664541571695276,1044637.0875298062,14.895330970371512,0.33450296247747113,-698388.9762861351,1.034050685768499,1.060626119501955,697323.8083579746,108550847561255.7,0.0,-1167975.8074632843,16
571,108550884159230.78,8684070732738.463,99866813426492.31,-158800.237591871,1228.2492555866638,14.726803896291266,2479508.051989878,8.990893682966034,37946.2088937475,14.90912545308522,0.06972003608792755,-1232175.3046036602,1.3218587515719158,0.861975425466915,1220877.0131004415,108550857240259.92,0.0,-2270670.7848490993,20
572,108550899150405.0,8684071932032.4,99866827218372.6,-81490.73903989235,5346.398811115121,14.614216255026438,2210176.0604072204,9.432379894448864,-270580.2408382452,14.796537811820393,0.06337891511282308,-1246723.5309737565,1.0331255132954356,0.9919355572846056,1241212.085420389,108550883882199.81,0.0,-1279195.599315764,20
573,108550912199944.55,8684072975995.563,99866839223948.98,-177066.36375296864,110.80370853784821,15.45129166378422,4756150.782194138,12.840836799745958,2540608.3229758,15.633613220578175,0.11775894655216597,-1110152.3184409575,1.0451712652673375,0.9703290123072801,1108516.3857476371,108550899120723.17,0.0,-843829.6678771457,18
574,108550970984152.52,8684077678732.201,99866893305420.31,-256697.27798789885,288.7525324772614,14.96240679137243,3140180.40613483,9.014982960558203,-1616099.1797678447,15.144728348166385,0.05205451355176693,-2764281.9553103484,1.0991519036687485,0.9749812442114221,2369227.1434177826,108550911511801.06,0.0,-4928020.665394385,21
575,108550986495074.62,8684078919605.97,99866907575468.66,-155004.338257355,283.68163526880124,15.88994894370176,6518613.9581614,14.181167569747217,3378123.799494092,16.072270500495716,0.06319173169406242,-1577705.0342243884,1.0289801257856557,1.0233881351954897,1570837.172225815,108550970214032.95,0.0,45945.845721899896,17
576,108551067136795.39,8684085370943.631,99866981765851.77,-330730.7880656446,72.50574476177742,15.008434106281545,3291447.8349979464,8.567387013875425,-3227466.8047987204,15.1907556630755,0.04949307123093805,-4740960.50157966,1.031429451483259,1.0583051204763807,3218897.3125640624,108550985811986.94,0.0,-6678488.0531170005,9
577,108551088772616.5,8684087101809.32,99867001670807.19,26127.81345484749,230.61690586639298,16.34579757177494,9270184.822922427,15.005462992783139,5978655.482179715,16.528119128568896,0.032114858829669045,-1650218.7995839375,1.0444065618166647,1.0402583349144565,1646496.0274856817,108551066500123.64,0.0,1582262.0673309383,10
578,108551221640216.77,8684097731217.342,99867123908999.42,-421071.9198578392,157.93972161744094,16.636340568275962,16787715.21196712,8.028194209721205,7517289.772138837,16.818662125069917,0.03925454511754892,-8039086.324969915,1.0253933031772209,0.9743975081612851,4517891.229679344,108551086011767.81,0.0,-10731778.562510798,12
579,108551375540079.66,8684110043206.373,99867265496873.28,-3689659.6735783257,8804.112374477492,16.96485655609704,23221309.392532963,11.507896321448298,6433424.240844233,17.147178112890995,0.23862573849645347,-8395984.14666694,1.0354760946345503,1.094758489140653,8394800.141451988,108551218005357.48,0.0,-15912315.96034582,16
580,108551603379086.6,8684128270326.928,99867475108759.67,-807486.8470539644,85982.93322751074,16.292443737500772,11263845.819778383,13.370555353500158,-11966283.685129067,16.474765294294727,0.04177715906010125,-11735711.46725627,1.0758987942781155,0.9469963057598149,11580688.363487728,108551370763518.64,0.0,-18092265.365429677,14
581,108551594491210.1,8684127559296.808,99867466931913.28,-8091011.0555177545,314.8788852486994,17.562499352726828,28944038.382257123,16.414429922194063,17594195.62925122,17.744820909520783,0.45692699682332016,-6312441.145506952,1.0307222203953712,1.0677340781751092,5666364.111886748,108551603326927.36,0.0,6084824.623564687,14
582,108551983454926.8,8684158676394.144,99867824778532.66,-2421768.012119634,1090.3473944184695,17.76086747091988,48431588.26474791,14.998217976376003,19487221.00360554,17.943189027713835,0.06852241389119196,-28312701.66875272,1.444164236142936,1.007181371352843,14080355.03891647,108551587808903.88,0.0,-32458908.800332684,17
583,108552500441032.39,8684200035282.591,99868300405749.8,-2460864.139708323,5343.565914065094,16.895633941258748,21748679.247837428,9.42609165611699,-26684016.364304896,17.077955498052702,0.056237200621716055,-27521371.722660925,1.0512487590610362,1.023968410041151,24174067.00359116,108551977072587.84,0.0,-43747154.43547178,17
584,108552500935509.12,8684200074840.73,99868300860668.39,-72620.87163432897,955.4588879081308,17.699175524345943,32691132.366117466,16.582513800394658,10937092.552365959,17.881497081139898,0.07423946944593157,-10878547.934856748,1.0423218745952447,1.006137910489756,10877819.272142464,108552500392918.53,0.0,15797952.866015403,15
585,108552825343274.45,8684226027461.957,99868599315812.5,-2394736.2496239142,613.026451137708,18.032806737545982,67121869.71219276,13.497936421113028,34429766.887187414,18.215128294339937,0.08372496187700317,-32392320.890426423,1.0349776196626033,0.8921398390410111,16209049.139340777,108552500647777.48,0.0,-27421183.445980847,19
586,108553628029862.08,8684290242388.967,99869337787473.11,-4052849.546703246,3167.2534688173128,18.8727091841458,156874306.32115364,12.525826766789116,89751804.5825097,19.055030740939756,0.05929934793254148,-34289221.309467815,1.0316773614466666,1.0082635804679732,33559958.66784021,108552824855662.48,0.0,-67994876.9807841,18
587,108555615716006.64,8684449257280.531,99871166458726.11,-9518155.598896213,57335.43279267346,19.694017818652092,356650850.46918416,13.34498482114719,199773358.89456174,19.876339375446047,0.05667279894121851,-78710995.55104627,1.0409456778650876,0.9958633997282118,78437229.60746938,108553627891930.48,0.0,-168196948.73801506,9
588,108560151884862.06,8684812150788.965,99875339734073.1,-15469917.160444716,1643.059543806173,20.064780639636695,517598159.4964012,10.51042514439768,160889964.59442413,20.24710219643065,0.040896402059002926,-178828510.9911924,1.0449558136066461,1.0223711302454472,178326462.63964474,108555614981500.92,0.0,-378226490.63842237,18
589,108565156555530.28,8685212524442.423,99879944031087.86,-19324054.051064365,141.57078562053468,19.832935054130715,410516355.4644576,8.18364465860946,-107083465.09148726,20.01525661092467,0.04604352852497315,-258832519.90294173,1.0240860325284853,0.9151464008172698,258800099.7366474,108560151448208.67,0.0,-419692708.00790924,15
590,108566235298237.95,8685298823859.036,99880936474378.92,-11884898.740656696,191.2811190968997,20.609994312552864,892895136.0252557,9.476146432201926,482378623.9900123,20.792315869346815,0.1210489770278921,-205260779.93362564,1.0364335683848227,1.000454807813755,205259125.86516634,108565156348121.3,0.0,-98174437.56367895,17
591,108576584915617.75,8686126793249.42,99890458122368.33,-100888398.11108683,4551.508149477123,21.458815557048506,2086590034.8895903,10.563702242979597,1193694690.583216,21.64113711384246,0.10861254506751826,-446460073.82978874,1.1024831763229939,0.9537184607136459,446447901.5153687,108566234521892.34,0.0,-928826622.5441935,22
592,108597544358818.83,8687803548705.506,99909740810113.33,-560587832.7606792,282.7851300526985,21.977755089046976,3505707082.3824577,12.737078279303425,1419112473.9847178,22.16007664584093,0.25053964197729744,-1043328709.7275289,1.086032260675369,0.9273419309531769,1043297625.3223711,108576584613277.83,0.0,-2237005128.859765,21
593,108634922099513.4,8690793767961.072,99944128331552.33,-181864922.85850868,1739.9534434393252,22.006543119226,3608436715.7073703,9.164256110072055,102729329.53978305,22.188864676019953,0.05733444219393196,-1753218740.219866,1.0887130530468332,0.9727064897410107,1752828366.942121,108597543625421.89,0.0,-3171991851.7962523,21
594,108655797288897.44,8692463783111.795,99963333505785.64,-237067594.6003669,14696.71458367769,22.418677045805236,5448740708.592664,11.8874243583641,1840302231.931847,22.60099860259919,0.12430728755960739,-1804219297.728876,1.0333901695314043,0.8655313824154813,1804220121.1134725,108634921830970.53,0.0,-1906952024.2520957,21
595,108699056569299.3,8695924525543.944,100003132043755.36,-1104325063.0644143,1310.9564994490893,21.725309647441776,2723530169.284524,12.653937145187674,-2725225257.02272,21.90763120423573,0.24190026374726645,-2724392502.197832,1.0402713734357165,1.0040901972222016,2724378523.393852,108655797059463.34,0.0,-4564756675.077932,15
596,108698444775902.55,8695875582072.204,100002569193830.34,-49641141.92961027,430.30667494374296,22.061863195244737,2449613408.668406,21.033743921207932,-273918086.5726174,22.24418475203869,0.04638923154930665,-1362092510.09721,1.2301877275863058,1.1034436444009152,1361748307.214924,108699056363061.23,0.0,1363438448.9105334,16
597,108709600267785.39,8696768021422.831,100012832246362.56,-80239133.86669047,359.60198805194074,22.510541203088202,5571359585.222052,19.81145512413434,3121745730.2469683,22.692862759882157,0.05975661632777809,-2601028298.323501,1.0326480098560877,0.9580792591875802,1212662473.807835,108698444260713.44,0.0,-963033815.7210578,19
598,108775560476568.62,8702044838125.49,100073515638443.14,-659141383.2221652,481.5576129757162,22.496993443416486,5892769038.997519,9.147612263166966,321409075.173481,22.67931500021044,0.11140690926955032,-3196584052.778217,1.0241636216127679,1.0605030760813792,2776571017.8597183,108709599311935.6,0.0,-5916535707.7357235,16
599,108813918022793.33,8705113441823.466,100108804580969.86,-199190022.3702541,7067.267498262369,22.783613176941184,7848685916.744121,9.16806219725614,1955916380.1889884,22.96593473373514,0.060955422545446336,-2946390212.2744083,1.0819153729266369,0.9127633871359575,2946385375.6833053,108775559792242.31,0.0,-3267793900.490548,18
600,108873797966369.62,8709903837309.57,100163894129060.06,-1089912510.8613782,269.3439359078504,23.282192837022915,12921907605.149786,10.519306244410837,5073214603.1381645,23.46451439381687,0.18534919638300718,-3924346831.070377,1.0306072956346746,0.9942109339467471,3924347360.738363,108813915687042.02,0.0,-5880271031.363227,13
601,109008040532463.8,8720643242597.1045,100287397289866.69,-795817491.6114433,2582.847519905304,24.0152234775235,26894404909.87487,13.872735917596973,13972497022.381151,24.197545034317454,0.06898618204814577,-6460988762.5821905,1.1731069536972718,0.9500726712425007,6460954485.101132,108873795946267.95,0.0,-11534168655.942574,20
602,109322748455137.03,8745819876410.963,100576928578726.06,-2243332639.7025905,697926.7661190548,22.27545813825102,4720148154.1618,14.323725396939867,-22174259358.560585,22.457779695044977,0.08181247482478426,-13448267381.167177,1.0330273208121592,0.9939355352147758,13447195156.249144,109008039380294.61,0.0,-27419712905.62617,19
603,109325358031469.64,8746028642517.571,100579329388952.06,206356673.5773189,516.6422071345969,24.738188771233332,35604540157.20608,23.70967903115737,30883694057.278175,24.920510328027287,0.0735498390538192,-2361434818.7315273,1.0481975369721437,1.0567167312242778,2360354147.5182066,109322746310098.36,0.0,19812291736.550186,14
604,109962460012624.58,8796996801009.967,101165463211614.61,-3300715747.555289,1496.6882868887255,19.586623545285146,320886061.50318784,9.062325364538506,-35283654626.34511,19.7689451020791,0.06592864065502368,-38995753213.24265,1.0470164139051712,0.9788931619637504,16423270979.325918,109325355929512.64,0.0,-50064964359.837074,16
605,110786589466187.16,8862927157294.973,101923662308892.19,65924349971.00543,223.35152009823796,24.793435525412015,23437684361.434025,24.28229897205219,23116796787.24255,24.97575708220597,0.35169200593431804,-160449792.36758208,1.0298095121875661,1.0775476741531558,160444477.15121156,109962454133962.36,0.0,35123209442.6079,17
606,112480721345323.61,8998457707625.889,103482263637697.72,-3030709895.661419,237509.50988325078,21.555863708538013,2299273297.409671,9.299806025948017,-21138411304.375877,21.738185265331968,0.0706090266279815,-54934831237.87708,1.3198242694411886,0.9609022844143481,3632068561.568681,110786585836296.23,0.0,-42922413161.00276,15
607,112508883322894.44,9000710665831.555,103508172657062.88,2248588771.399788,3404.727966487958,23.94347337637148,5040523544.291047,23.718637620420175,2741012722.371495,24.125794933165434,0.061933832295467325,-1149754984.7859871,1.0352658071292427,0.982679440456365,1149756322.4951801,112480717008841.31,0.0,19988418688.487446,17
608,112390042653435.25,8991203412274.82,103398839241160.44,-4872958426.142471,11251077844.78711,21.863173614346692,-11237108959.537634,23.387962298260952,-16277635925.556646,22.045495171140647,0.8647736629102988,-22886714373.437386,1.035331105349251,1.093884654811901,2146600139.119653,112508877475426.2,0.0,-5634943875.05055,16
609,112390190802214.8,8991215264177.184,103398975538037.61,-612642.9291350935,437.6012117692684,15.266606135387905,4266458.390766107,7.19237454666253,-9702442.858712057,15.448927692181861,0.04915268770072185,-6984613.028555694,1.0498130651349855,1.0253898769374752,6985269.539144374,112390042572090.16,0.0,-12463560.07075037,10
610,112390187533411.98,8991215002672.959,103398972530739.03,-359752.9595880062,1249.1266679189469,16.392364746446585,5488425.879091313,15.852470108719706,1221519.8871134364,16.57468630324054,0.08276547476178592,-2133322.597710565,1.0386904425939807,1.0821067172392176,2134332.031588102,112390190798568.44,0.0,7567771.222300266,12
611,112390236904737.28,8991218952378.982,103399017952358.3,-270045.0161626512,5605.3570839458935,16.761383998025856,15423734.682441222,15.097427151443027,9934047.676682,16.94370555481981,0.04143236452980207,-10502876.794730544,1.0387802816293876,1.0355159266531553,2649466.618078259,112390187481390.0,0.0,-4063313.6565181287,11
612,112390450368332.94,8991236029466.635,103399214338866.3,-912786.235752254,79.02322799455536,15.814010483100827,7376085.769426914,7.546711047350162,-8053265.270098259,15.99633203989478,0.0514076032395178,-11409743.438837014,1.0260945976934364,0.9415808443820858,7615394.707648175,112390236747196.3,0.0,-17755007.86028557,14
613,112390447508717.5,8991235800697.4,103399211708020.1,-250047.2698439525,1336.7609675604047,17.096209214585908,22205971.92559076,15.29446946625563,14829793.132935844,17.278530771379863,0.06863005141574226,-3688829.3973187273,1.0294017098177488,1.0636095784551696,3689003.4433196206,112390450365505.08,0.0,4365830.601459453,18
614,112390669008912.77,8991253520713.021,103399415488199.75,-8661038.511710681,59392.79633139198,15.937148026862161,8282395.705529899,11.041239396169166,-13924930.981028419,16.119469583656116,0.3314850842951875,-15620124.525952203,1.0407544429379838,1.0203966500403945,10973340.003356,112390447457422.1,0.0,-26065403.487170037,15
615,112390644433120.72,8991251554649.658,103399392878471.06,-1989939.8123557603,560.5370180114174,16.66776799382026,7610644.280202275,16.089305946144098,-731159.2216590106,16.850089550614214,0.22768728274967887,-4170352.5743089155,1.0261937470953355,1.0460974236832516,4171848.5902293725,112390669001604.39,0.0,9691741.145052982,12
616,112390677166273.78,8991254173301.902,103399422992971.88,-101692.4754895766,520798.62357122765,15.6257745415568,-470910.6821705409,15.699996779667877,-8082127.49939083,15.808096098350754,0.032123098708080985,-13606757.851970183,1.216649567422956,1.00276464161326,3719889.025097599,112390644410801.3,0.0,-3161380.201142255,14
617,112390677650235.84,8991254212018.867,103399423438216.97,-1526.2791915859948,1687.1643674428901,11.320549035406973,71972.51109056117,9.26170955188413,22070.569689874188,11.502870592200928,0.04289169856230529,-25996.771286142957,1.020388073956883,1.0214483359429245,25884.317835559163,112390677149190.9,0.0,-31298.516663014747,15
618,112390678401067.7,8991254272085.416,103399424128982.28,-4653.494212135892,1245.0396632549237,11.341284791639907,79103.34419538532,8.541853240544492,5428.668737381256,11.523606348433862,0.072088566468463,-43149.13016633074,1.032432852819843,1.0128988181454321,37551.1656468061,112390677621599.44,0.0,-60518.278850056224,14
619,112390679018194.92,8991254321455.594,103399424696739.33,-2142.881075560556,510.7364837078273,11.453718200105584,88071.37879690154,8.729034899939702,7708.994938261367,11.636039756899539,0.0447647457555873,-40663.98185454606,1.0335147851418944,1.0017887233150728,41050.273615456244,112390678380109.61,0.0,-46229.00518964848,15
620,112390679921365.92,8991254393709.273,103399425527656.66,-2295.7185422597095,9530.631001549982,11.708686573795827,88106.34009912197,10.419816768254755,-490.77518148744883,11.891008130589782,0.04788105525493785,-48773.39543440398,1.0285317263417038,0.9986665844038107,45112.66315842833,112390678979957.95,0.0,-52112.60641043706,12
621,112390680730911.3,8991254458472.904,103399426272438.39,-2236.403054907861,475.55606617988536,11.72455674462693,118287.87032598231,8.57193651395784,20638.89922531042,11.906878301420885,0.03896725227082918,-71521.31450096003,1.0313905791770548,1.0311749033987643,48505.18953059974,112390679888350.66,0.0,-58998.8190770697,13
622,112390681725392.16,8991254538031.373,103399427187360.78,-4395.67329436512,3465.809042771613,11.62119724908714,103637.61999532196,8.96155033129758,-15138.80639684026,11.803518805881096,0.05012510194384977,-63260.93229145084,1.0234582569126822,0.8530862191961798,60171.15754778481,112390680696563.84,0.0,-79890.99191255325,23
623,112390678809826.66,8991254304786.133,103399424505040.53,-291231.05033092195,16247.667180954411,11.863796836998576,111540.03785896677,10.32516796139942,4413.608820873175,12.046118393792531,3.8884203746152735,-54050.800536584866,1.0123548822965451,0.9319484548653846,54577.58392906973,112390681682045.05,0.0,-43706.77706105972,25
624,112390679917731.55,8991254393418.523,103399425524313.03,-6055.845010247007,8277.67906115904,12.01903094888416,150530.5233165466,9.638955902508402,22717.81827662553,12.201352505678114,0.05842650312463019,-63938.77764002873,1.041239660528874,0.990100661488683,64710.959166412795,112390678782589.9,0.0,-87394.8266201952,18
625,112390681452916.92,8991254516233.354,103399426936683.56,-9292.948948337476,589.8944563444768,12.533486850463236,271911.2459200357,8.624064881316476,113085.0435423299,12.71580840725719,0.07349420179322742,-81653.41367215184,1.0365870555085845,0.9662429611867923,80258.14948356278,112390679899248.45,0.0,-127513.11655569427,20
626,112390684549579.81,8991254763966.385,103399429785613.42,-15417.653728147669,1367.405956793576,11.152926287413589,56558.24850321208,9.488687116822469,-215962.891873168,11.335247844207544,0.05847389147650488,-140423.4915380219,1.0476963270305708,0.9694286821887695,136668.95475305448,112390681417161.97,0.0,-249773.0078664605,19
627,112390684311799.44,8991254744943.955,103399429566855.48,-2684.649574176397,54903.79451880018,12.295561399640361,-4238.559869237126,12.314754689324543,-62183.21432924279,12.477882956434316,0.07180068036241871,-30973.80686993195,1.0329336740021962,0.9581563170699174,29800.75490250069,112390684523044.62,0.0,184592.02935692828,21
628,112390684705110.08,8991254776408.807,103399429928701.27,-1876.594188300618,375.9084362454746,11.00200408142263,57608.69330086425,7.777189758152032,6922.458651301192,11.184325638216585,0.05526308930137543,-25445.692818643965,1.0441133759568642,0.9879958916461549,26153.58885537672,112390684299315.7,0.0,-31109.034582825003,14
629,112390685218547.36,8991254817483.79,103399430401063.56,-2237.781746955382,898.9388373645808,11.686748814484387,112432.06199480315,8.787597975562619,54433.46025769343,11.869070371278342,0.08129119387152685,-29608.43178686606,1.0365776575090206,1.088720086153393,29857.005945547913,112390684688414.84,0.0,-37610.66611041498,18
630,112390686612509.9,8991254929000.793,103399431683509.11,-5902.567608089057,131.6523576171489,11.842548701660158,136589.3813735817,7.8058962023954255,23240.38054141395,12.024870258454111,0.05492737859947788,-61465.059673659365,1.0645799475182294,1.0276811980951235,56850.444217509874,112390685180250.64,0.0,-112233.5061891222,12
631,112390687803352.64,8991255024268.21,103399432779084.44,-6482.0201030977305,85.60202451270065,11.55531312348855,94372.1893693355,9.206100901693711,-42360.844361863354,11.737634680282506,0.06147048554948133,-69969.13442825084,1.047901968179645,1.031342195430153,69030.2578576812,112390686584068.36,0.0,-91228.84705680005,14
632,112390688412666.36,8991255073013.309,103399433339653.05,-5330.918737467182,104.83951536981411,12.123004831911059,134783.74387625363,10.805151909037592,40311.95248240552,12.305326388705014,0.06960136888222697,-56380.211693945574,1.0398808714279628,1.0802905418102595,47912.30555764897,112390687778326.23,0.0,-4348.794194071449,14
633,112390689864887.81,8991255189191.025,103399434675696.78,-6288.084717468485,1532.1915239685336,11.861709260266334,127851.33826943797,9.538415583161802,-7051.245122185518,12.044030817060289,0.05099060352329057,-116656.5664655565,1.0266404384158943,0.9341970227519563,67388.4299462036,112390688366841.98,0.0,-108033.34725833664,14
634,112390690679004.3,8991255254320.344,103399435424683.95,-36536.81682273123,440.26959228578625,12.29595781804295,178693.78474083354,10.599529169823278,49296.25494742699,12.478279374836903,0.29496296238176917,-70571.88281741549,1.0294323910828889,0.9516147627006651,65439.8134846938,112390689824435.11,0.0,-61677.08731704028,18
635,112390692453795.89,8991255396303.672,103399437057492.22,-13007.865232073933,1763.79446296642,12.388464659751158,226954.74586967,9.477475124820646,47802.69153655064,12.57078621654511,0.08333198342831108,-129011.69335691174,1.2742675589827726,1.0199631491431762,89251.2320266845,112390690607812.34,0.0,-140005.24627611312,18
636,112390694424073.56,8991255553925.885,103399438870147.67,-10073.529511792374,90.21816593200528,12.415214909648485,238245.43049156474,9.021433771193987,9508.890158928407,12.59753646644244,0.05893429411982367,-125420.89467397568,1.0670140894300542,1.0362843484054671,115022.04346815767,112390692378866.52,0.0,-163775.808236728,14
637,112390696093745.89,8991255687499.672,103399440406246.22,-9332.269508803522,41408.536012081575,12.082261771192735,120704.94083801282,10.93318633188937,-117644.70781948397,12.26458332798669,0.05091011514999999,-126579.19203100954,1.0425867301040692,0.977608620921991,119947.1639737283,112390694337956.3,0.0,-128092.46545410754,11
638,112390696632063.16,8991255730565.053,103399440901498.11,-2877.6085254648815,40488.60739597315,12.351653104528427,152128.2930331846,11.27990664698313,-9996.183816909741,12.533974661322382,0.07746574033806497,-81072.40484890377,1.0369920724096602,0.9518901736027721,81938.99548232813,112390696029481.19,0.0,-7173.893864138038,19
639,112390698422068.98,8991255873765.52,103399442548303.47,-11581.095748303622,1827.8913333058513,12.243499251086416,204091.8387581145,8.17055949897506,11455.938328956712,12.42582080788037,0.0766982412538772,-114309.17291096675,1.0513059267043232,0.9612224690135952,95680.12870591714,112390696572661.9,0.0,-145607.60077601092,21
640,112390700347509.39,8991256027800.752,103399444319708.64,-8340.278598249226,18583.036081886257,12.79616957787238,301183.4865974419,10.996235532067805,95242.75650602156,12.978491134666337,0.06169862957830156,-105459.32225103021,1.0442777033491042,1.0547651205384259,103799.6390121854,112390698354539.62,0.0,-121109.44025867683,13
641,112390703810534.72,8991256304842.777,103399447505691.94,-13277.848743193497,821.6197325539273,12.3325743225217,222521.83246995127,8.400308390463335,-97257.690209377,12.514895879315654,0.047168921150919266,-194054.30511327132,1.0466685885951408,1.0445914404172254,158639.67357010816,112390700240695.83,0.0,-280346.5777588178,16
642,112390704758060.11,8991256380644.809,103399448377415.3,-4401.330480326619,87.10890297783182,12.67370123397193,253666.11401611322,11.090946369632448,30306.661813608105,12.856022790765884,0.04361929135895095,-114725.28263178516,1.034246906325924,0.9981127598228697,112416.45448451997,112390703781717.75,0.0,-15075.914076619516,9
643,112390707782100.7,8991256622568.057,103399451159532.64,5016.254450544897,346.1920401595488,12.898172330957914,323814.6563932847,11.235412378361767,70052.4334741935,13.080493887751869,0.044085274562255056,-193043.45088527884,1.0381542159237276,1.1333899332435422,126228.36846263893,112390704677313.83,0.0,-157997.74763494922,10
644,112390711319358.22,8991256905548.658,103399454413809.56,-12234.393711028004,14185.932433500126,12.957463847705936,395789.5186221755,10.247074761521104,71618.67018873146,13.139785404499891,0.042561103731335696,-246441.32295216346,1.0290958648793733,1.0516248127879688,152986.44445554464,112390707699279.08,0.0,-241748.63902035166,13
645,112390715821297.97,8991257265703.838,103399458555594.12,-16456.498353364612,2467.731896323517,13.628967842782737,816876.9190764631,9.468557284427359,406888.4680207879,13.811289399576692,0.04308297743405948,-232126.03586762826,1.0219694472055068,0.9933354821011001,205564.170244971,112390711197592.5,0.0,-367605.65890988766,17
646,112390725687570.5,8991258055005.64,103399467632564.86,-60870.03195042756,101.19992467845407,13.492745507865287,694684.5955148923,10.290767522861639,-124677.05545789519,13.675067064659242,0.07920793103999378,-416949.19681582873,1.0279247272725003,0.9954781175744477,410393.00059548306,112390715626762.31,0.0,-820336.847377866,13
647,112390728452617.06,8991258276209.365,103399470176407.7,-14312.962274066393,1081.9499919831974,13.838944374339071,1020330.8326556511,8.125546065875291,325532.0372160811,14.021265931133025,0.06331184423293641,-377256.4759178992,1.0664209494623393,1.0181910125417468,346836.20636615274,112390725642140.55,0.0,-223478.22614718546,16
648,112390738546149.44,8991259083691.955,103399479462457.48,-35914.55915683191,380.42917699306054,13.157915511692028,514137.2592946532,8.28363929565637,-507291.5233529814,13.340237068485983,0.042568816867090846,-512337.9562101859,1.0480926632248972,0.9801301256268662,511528.89212542574,112390728225203.31,0.0,-839690.5613509141,12
649,112390744293079.9,8991259543446.393,103399484749633.52,96931.51488036985,355.25216866312724,14.149343327127717,784279.6108543599,13.324536591614098,269749.92238271347,14.331664883921672,0.051858073223198,-257958.59178428078,1.0337094766868864,1.0360052985712807,258134.32447188025,112390738433484.64,0.0,248876.59256312548,11
650,112390755538737.9,8991260443099.033,103399495095638.88,-44060.29960422738,49585.12783785988,13.346011037893222,511672.0399869952,11.640818182258432,-272973.8230360278,13.528332594687178,0.05384569160928686,-1048803.366010594,1.0401426994957839,0.9721748149366549,346638.77537795657,112390744029490.14,0.0,-708479.3433678481,16
651,112390762105347.67,8991260968427.814,103399501136919.86,-29071.028266860674,4769.164063058134,13.00597325216657,438407.9968789578,8.803266503257198,-122865.17094589736,13.188294808960523,0.052628754932685304,-328765.3217417182,1.0429714375602364,1.0206222212584146,280171.62027539825,112390755451901.05,0.0,-553225.5652871268,15
